Title,Coordinates,State,City,Iframe Link
"LEGERE GROUP, LTD","-72.84122,41.80606,0",CONNECTICUT,AVON,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110002351721
M H RHODES INC,"-72.84983,41.77162,0",CONNECTICUT,AVON,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110002088598
"OFS FITEL, LLC","-72.83781,41.80802,0",CONNECTICUT,AVON,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110016682801
OLDCASTLE PRECAST,"-72.83414,41.80039,0",CONNECTICUT,AVON,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110001407905
PRO LINE PRINTING (R R DONNELLEY & SONS CO),"-72.83504,41.80558,0",CONNECTICUT,AVON,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110021355335
REFLEXITE CORPORATION,"-72.84476,41.80475,0",CONNECTICUT,AVON,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000314972
SPECIALTY COATING SOLUTIONS,"-72.83554,41.79608,0",CONNECTICUT,AVON,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000314981
BALTIC MILLS COMPLEX,"-72.083333,41.618056,0",CONNECTICUT,BALTIC,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110011767542
MS CHAMBERS & SON,"-72.091591,41.617112,0",CONNECTICUT,BALTIC,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000315855
STERLING ENGINEERING CORPORATION,"-73.01614,41.912588,0",CONNECTICUT,BARKHAMSTED,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110030351474
IDEAL PRODUCTS,"-73.07999,41.42751,0",CONNECTICUT,BEACON FALLS,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000316060
NUTMEG BAKERY PROPERTY,"-73.07269,41.42585,0",CONNECTICUT,BEACON FALLS,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110039539210
O&G INDUSTRIES INC BEACON FALLS,"-73.062354,41.43967,0",CONNECTICUT,BEACON FALLS,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110020515487
PINES BRIDGE,"-73.08096,41.42753,0",CONNECTICUT,BEACON FALLS,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110039539292
1406 CHAMBERLAIN HIGHWAY,"-72.79861,41.59848,0",CONNECTICUT,BERLIN,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070789970
319 MAIN ST,"-72.76859,41.63399,0",CONNECTICUT,BERLIN,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110054145439
BAYER CORP,"-72.750076,41.596258,0",CONNECTICUT,BERLIN,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110001409011
"BODYCOTE THERMAL PROCESSING, INC.","-72.75159,41.6493,0",CONNECTICUT,BERLIN,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000315178
BUDNEY INDUSTRIES,"-72.75484,41.59435,0",CONNECTICUT,BERLIN,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110030324174
CORBIN RUSSWIN,"-72.73615,41.64752,0",CONNECTICUT,BERLIN,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110016683551
DAV-CO BLACK LLC,"-72.755987,41.594473,0",CONNECTICUT,BERLIN,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070688475
"DEBURRING LABORATORIES, INC.","-72.74141,41.63223,0",CONNECTICUT,BERLIN,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110017761117
HOKE INC NEW ENGLAND DIV.,"-72.7465,41.63985,0",CONNECTICUT,BERLIN,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110002088687
HOME DEPOT STORE #6203,"-72.73154,41.64453,0",CONNECTICUT,BERLIN,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110002497343
INDALEX ALUMINUM SOLUTIONS,"-72.76572,41.61772,0",CONNECTICUT,BERLIN,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110016680180
KENSINGTON ORCHARDS,"-72.79763,41.60138,0",CONNECTICUT,BERLIN,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110039545999
KENWOOD AUTOBODY,"-72.75313,41.62773,0",CONNECTICUT,BERLIN,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070789971
NATIONAL AUTOMATIC PRODUCTS COMPANY,"-72.75973,41.62836,0",CONNECTICUT,BERLIN,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110015330079
PREMIER LIMOUSINE SERVICE INC.,"-72.74489,41.63423,0",CONNECTICUT,BERLIN,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110002088678
ROZYCKI/PIONEER PRECISION PRODUCTS,"-72.76505,41.63391,0",CONNECTICUT,BERLIN,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110038752123
TECTONIC INDUSTRIES INC,"-72.75239,41.59521,0",CONNECTICUT,BERLIN,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110002088696
TIGHITCO INC,"-72.76031,41.63706,0",CONNECTICUT,BERLIN,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000787104
TOMZ CORP,"-72.736076,41.642431,0",CONNECTICUT,BERLIN,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110067264739
TRI STAR INDUSTRIES,"-72.752862,41.628125,0",CONNECTICUT,BERLIN,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110012234590
CARBOLABS,"-72.99406,41.4428,0",CONNECTICUT,BETHANY,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000786846
LATICRETE INT'L INC,"-73.00078,41.39613,0",CONNECTICUT,BETHANY,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110009129175
BEAVER BROOK CIRCUITS,"-73.425606,41.379685,0",CONNECTICUT,BETHEL,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110017374688
EATON CORP PRESSURE SENSORS DIV,"-73.41649,41.37643,0",CONNECTICUT,BETHEL,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000610802
FCI BURNDY,"-73.41901,41.3586,0",CONNECTICUT,BETHEL,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000739773
GREAT OAK,"-73.416885,41.376956,0",CONNECTICUT,BETHEL,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110038283096
HOYA LENS OF AMERICA,"-73.42538,41.35885,0",CONNECTICUT,BETHEL,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110002496950
KANTHAL CORPORATION,"-73.41989,41.38355,0",CONNECTICUT,BETHEL,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000317577
RESONETICS BETHEL,"-73.400429,41.418799,0",CONNECTICUT,BETHEL,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110043534725
SEALED AIR CORP - BETHEL,"-73.40213,41.4227,0",CONNECTICUT,BETHEL,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110012708908
SHEPARD'S INC.,"-73.41721,41.367585,0",CONNECTICUT,BETHEL,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110044341753
"SOHO DESIGNS, LLP","-73.422405,41.356852,0",CONNECTICUT,BETHEL,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070886444
TARGET STORE #1528,"-73.40199,41.41645,0",CONNECTICUT,BETHEL,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110015733116
"VANDERBILT CHEMICALS, LLC BETHEL","-73.41401,41.36671,0",CONNECTICUT,BETHEL,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000317586
VITTA CORP,"-73.42086,41.35219,0",CONNECTICUT,BETHEL,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110017718923
A-1 GASOLINE SERVICE STATION,"-72.69766,41.83232,0",CONNECTICUT,BLOOMFIELD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110039059498
"BASS PLATING COMPANY, THE","-72.69375,41.86116,0",CONNECTICUT,BLOOMFIELD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000315766
"BIRKEN MANUFACTURING COMPANY, INC.","-72.70959,41.85287,0",CONNECTICUT,BLOOMFIELD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110011371158
COATING SCIENCES INC,"-72.70238,41.86321,0",CONNECTICUT,BLOOMFIELD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110067041141
"CONNECTICUT PRINTERS, INC.","-72.70884,41.81355,0",CONNECTICUT,BLOOMFIELD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110002332752
DMR MATERIALS LLC,"-72.701039,41.854755,0",CONNECTICUT,BLOOMFIELD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070690139
"GRAPHIC CENTER, INC","-72.71228,41.80867,0",CONNECTICUT,BLOOMFIELD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110002491241
HARTFORD INSURANCE GROUP PRINTING,"-72.73366,41.87414,0",CONNECTICUT,BLOOMFIELD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110001747566
ITW CONVERTED PRODUCTS,"-72.697607,41.862182,0",CONNECTICUT,BLOOMFIELD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110001729489
JACOBS VEHICLE SYSTEMS,"-72.697869,41.852092,0",CONNECTICUT,BLOOMFIELD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110011369811
KAMAN AEROSPACE HELICOPTERS DIVISION,"-72.698744,41.859656,0",CONNECTICUT,BLOOMFIELD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000744810
KAMATICS CORPORATION,"-72.7093,41.85821,0",CONNECTICUT,BLOOMFIELD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070285729
OTIS ELEVATOR SERVICE CENTER,"-72.73531,41.87045,0",CONNECTICUT,BLOOMFIELD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110002088614
"ROLLPRINT PACKAGING PRODUCTS, INC","-72.70828,41.84967,0",CONNECTICUT,BLOOMFIELD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000315025
SYNTAC COATED PRODUCTS,"-72.70238,41.86321,0",CONNECTICUT,BLOOMFIELD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110012234457
TURBINE CONTROLS INC,"-72.70699,41.85477,0",CONNECTICUT,BLOOMFIELD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110033020601
TURBINE CONTROLS INC,"-72.70755,41.85435,0",CONNECTICUT,BLOOMFIELD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110002489691
TURBINE CONTROLS INC,"-72.70647,41.85513,0",CONNECTICUT,BLOOMFIELD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110043666903
TURBOTEC PRODS INC,"-72.701848,41.856741,0",CONNECTICUT,BLOOMFIELD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110002088605
TURBOTEC PRODUCTS INC,"-72.71842,41.86614,0",CONNECTICUT,BLOOMFIELD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110044350289
ULTRA-VAC METALLIZING CORP,"-72.73427,41.87023,0",CONNECTICUT,BLOOMFIELD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000315016
VALCO MANUFACTURING,"-72.72037,41.81761,0",CONNECTICUT,BLOOMFIELD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110039137555
VERUTEK TECH,"-72.71578,41.85383,0",CONNECTICUT,BLOOMFIELD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110064673303
"WOOD GROUP PRATT & WHITNEY INDUSTRIAL TURBINE SERVICES, LLC","-72.7186,41.86629,0",CONNECTICUT,BLOOMFIELD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110037382999
SIMONIZ USA INC,"-72.462151,41.784246,0",CONNECTICUT,BOLTON,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110009007476
"AIRGAS MERCHANT GASES, LLC","-72.14795,41.57003,0",CONNECTICUT,BOZRAH,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110030364987
AIRGAS USA LLC - BOZRAH,"-72.14795,41.57003,0",CONNECTICUT,BOZRAH,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070244564
THE GILMAN BROTHERS COMPANY,"-72.197347,41.579248,0",CONNECTICUT,BOZRAH (GILMAN),https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110007353979
1 CHURCH STREET/ATLANTIC WIRE,"-72.8094,41.27745,0",CONNECTICUT,BRANFORD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110046369185
"454 LIFE SCIENCES, A ROCHE COMPANY","-72.78451,41.29993,0",CONNECTICUT,BRANFORD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110071256695
"ACCURATE WIRE, INC.","-72.75602,41.30602,0",CONNECTICUT,BRANFORD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110057207678
ARCOLA WIRE,"-72.84117,41.27988,0",CONNECTICUT,BRANFORD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110002089141
ATLANTIC WIRE COMPANY LLC,"-72.8094,41.27745,0",CONNECTICUT,BRANFORD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000730969
AUTOMOTIVE CONTROLS CORPORATION,"-72.83387,41.27571,0",CONNECTICUT,BRANFORD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110002077136
BLAKESLEE PRESTRESS INC,"-72.775272,41.302774,0",CONNECTICUT,BRANFORD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110005969746
BRANFORD WATER POLLUTION CONTROL FACILITY,"-72.805216,41.263575,0",CONNECTICUT,BRANFORD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110006617973
CVS PHARMACY 172,"-72.83014,41.27508,0",CONNECTICUT,BRANFORD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110054826532
DEXMET CORP,"-72.7842,41.29869,0",CONNECTICUT,BRANFORD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110002498173
DRY ICE CORP,"-72.75237,41.30002,0",CONNECTICUT,BRANFORD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070616192
HUCK INTL INC AUTOMATIC FASTENERS,"-72.767778,41.301111,0",CONNECTICUT,BRANFORD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000581665
MILFORD PRODUCTS CORP,"-72.77869,41.30359,0",CONNECTICUT,BRANFORD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110002005286
MOUNT SINAI GENOMICS INC DBA SEMA4,"-72.78232,41.2989,0",CONNECTICUT,BRANFORD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110033160004
SAFETY KLEEN SYSTEMS INC,"-72.76736,41.30395,0",CONNECTICUT,BRANFORD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000621694
TURBINE COMPONENTS CORPORATION,"-72.78291,41.29871,0",CONNECTICUT,BRANFORD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000316079
1149 MAIN STREET,"-73.18968,41.18023,0",CONNECTICUT,BRIDGEPORT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110071089989
124 SUGGETTS LANE,"-73.16666,41.17201,0",CONNECTICUT,BRIDGEPORT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110039556316
127 GARDEN STREET,"-73.197639,41.169913,0",CONNECTICUT,BRIDGEPORT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110042300596
128 TROWEL STREET,"-73.16636,41.17237,0",CONNECTICUT,BRIDGEPORT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110039556325
129 NORMAN STREET,"-73.20247,41.17062,0",CONNECTICUT,BRIDGEPORT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110039539176
179 TROWEL STREET,"-73.165708,41.172172,0",CONNECTICUT,BRIDGEPORT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110038715708
323 JEFFERSON STREET,"-73.167138,41.171549,0",CONNECTICUT,BRIDGEPORT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110039556334
336 CENTRAL AVE,"-73.16561,41.17173,0",CONNECTICUT,BRIDGEPORT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110038719562
50 MILES STREET,"-73.15558,41.18041,0",CONNECTICUT,BRIDGEPORT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110015330140
774 EAST MAIN,"-73.188253,41.17507,0",CONNECTICUT,BRIDGEPORT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110045400829
800 SEAVIEW AVENUE,"-73.17185,41.17432,0",CONNECTICUT,BRIDGEPORT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110042112148
ACME UNITED,"-73.2053,41.1669,0",CONNECTICUT,BRIDGEPORT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110039556245
ACME UNITED CORP,"-73.186543,41.190204,0",CONNECTICUT,BRIDGEPORT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000786702
AGI RUBBER -  PARCEL 8F,"-73.186218,41.17947,0",CONNECTICUT,BRIDGEPORT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070068732
AGI RUBBER - PARCEL 5A,"-73.18489,41.179,0",CONNECTICUT,BRIDGEPORT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070068729
AIRSHIELD,"-73.19042,41.19334,0",CONNECTICUT,BRIDGEPORT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110037124260
ALUMINUM FINISHING CO INC,"-73.194632,41.169682,0",CONNECTICUT,BRIDGEPORT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000832421
ALUMINUM FINISHING COMPANY,"-73.21461,41.167502,0",CONNECTICUT,BRIDGEPORT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110012809899
AMERICAN FABRICS CO,"-73.157986,41.183206,0",CONNECTICUT,BRIDGEPORT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110007241350
"BEAD INDUSTRIES, INC.","-73.213311,41.169711,0",CONNECTICUT,BRIDGEPORT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110011370444
"BRIDGEPORT BRASS, UNIT #08","-73.19042,41.19334,0",CONNECTICUT,BRIDGEPORT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070616071
"BRIDGEPORT BRASS, UNIT #09","-73.19453,41.182227,0",CONNECTICUT,BRIDGEPORT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070507871
"BRIDGEPORT ENERGY, LLC","-73.18075,41.170264,0",CONNECTICUT,BRIDGEPORT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110044916062
BRIDGEPORT HARBOR STATION UNIT 5,"-73.185,41.168333,0",CONNECTICUT,BRIDGEPORT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110071248485
BRIDGEPORT HOSPITAL,"-73.16549,41.188774,0",CONNECTICUT,BRIDGEPORT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110001728783
"BRIDGEPORT MACHINES, INC.","-73.196342,41.198453,0",CONNECTICUT,BRIDGEPORT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000611151
BRIDGEPORT METAL GOODS,"-73.21521,41.16623,0",CONNECTICUT,BRIDGEPORT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000317005
BRIDGEPORT RESOURCE RECOVERY FACILITY,"-73.207518,41.162485,0",CONNECTICUT,BRIDGEPORT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110001403124
BRIDGEPORT SCRAP METALS,"-73.187698,41.186894,0",CONNECTICUT,BRIDGEPORT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070691086
BRIDGEPORT SILVERWARE MANUFACTURING CO,"-73.21551,41.17,0",CONNECTICUT,BRIDGEPORT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110002332734
"BRODER BROS., CO. DBA PRIME LINE","-73.17312,41.19374,0",CONNECTICUT,BRIDGEPORT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070880205
BRYANT ELECTRIC/WESTINGHOUSE,"-73.210151,41.17011,0",CONNECTICUT,BRIDGEPORT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000748291
BUNNELL BLOCK SEAVIEW INDUSTRIAL PARK,"-73.16736,41.1858,0",CONNECTICUT,BRIDGEPORT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110038698996
CALZONE LTD,"-73.19972,41.16998,0",CONNECTICUT,BRIDGEPORT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110002089542
CARPENTER TECHNOLOGY CORPORATION,"-73.172094,41.174872,0",CONNECTICUT,BRIDGEPORT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110001731065
CASCO,"-73.2053,41.1669,0",CONNECTICUT,BRIDGEPORT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110039551115
CASCO PRODUCTS CORP,"-73.210662,41.16741,0",CONNECTICUT,BRIDGEPORT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000863619
CASCO PRODUCTS CORPORATION,"-73.17704,41.20312,0",CONNECTICUT,BRIDGEPORT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110009128979
CHROME ENGINEERING,"-73.16546,41.17259,0",CONNECTICUT,BRIDGEPORT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110025306675
CONNECTICUT ANODIZING & FINISHING CO INC,"-73.15906,41.17681,0",CONNECTICUT,BRIDGEPORT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110016679931
"CONNECTICUT METALLURGICAL, PROCESSES INC","-73.17024,41.19197,0",CONNECTICUT,BRIDGEPORT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110002089588
CONNECTICUT TRANSFER LLC,"-73.19042,41.19334,0",CONNECTICUT,BRIDGEPORT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110002089524
CVS PHARMACY 1153,"-73.159439,41.193242,0",CONNECTICUT,BRIDGEPORT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110042427344
DAVIDSON'S BLOCK,"-73.19015,41.18177,0",CONNECTICUT,BRIDGEPORT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070068965
DRS TECHNOLOGIES,"-73.191567,41.201785,0",CONNECTICUT,BRIDGEPORT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110031001234
EASTSIDE WATER POLLUTION CONTROL FACILITY,"-73.171325,41.17299,0",CONNECTICUT,BRIDGEPORT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000759518
ENCO TRANSMISSION INC.,"-73.20232,41.17259,0",CONNECTICUT,BRIDGEPORT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110030355274
